pond_id,date,risk_score,hotspot,top_driver,action_flag
POND_001,1/1/2025,0.2722,0,storm_exposure,ALL_CLEAR
POND_001,11/1/2025,0.3262,0,storm_exposure,ROUTINE_CHECK
POND_001,21/1/2025,0.3345,0,storm_exposure,ROUTINE_CHECK
POND_001,1/2/2025,0.2989,0,storm_exposure,ALL_CLEAR
POND_001,11/2/2025,0.3168,0,storm_exposure,ROUTINE_CHECK
POND_001,21/2/2025,0.4828,1,disease_signal,MONITOR_CLOSELY
POND_001,1/3/2025,0.3364,0,storm_exposure,ROUTINE_CHECK
POND_001,11/3/2025,0.373,1,storm_exposure,ROUTINE_CHECK
POND_001,21/3/2025,0.3389,0,storm_exposure,ROUTINE_CHECK
POND_001,1/4/2025,0.3082,1,storm_exposure,ROUTINE_CHECK
POND_001,11/4/2025,0.2935,1,storm_exposure,ALL_CLEAR
POND_001,21/4/2025,0.2614,1,storm_exposure,ALL_CLEAR
POND_001,1/5/2025,0.2643,0,storm_exposure,ALL_CLEAR
POND_001,11/5/2025,0.293,0,storm_exposure,ALL_CLEAR
POND_001,21/5/2025,0.3066,0,storm_exposure,ROUTINE_CHECK
POND_001,1/6/2025,0.3337,0,storm_exposure,ROUTINE_CHECK
POND_001,11/6/2025,0.4488,0,disease_signal,ROUTINE_CHECK
POND_001,21/6/2025,0.2844,0,storm_exposure,ALL_CLEAR
POND_001,1/7/2025,0.3051,0,storm_exposure,ROUTINE_CHECK
POND_001,11/7/2025,0.2856,0,storm_exposure,ALL_CLEAR
POND_001,21/7/2025,0.2052,1,high_drought,ALL_CLEAR
POND_001,1/8/2025,0.2018,0,storm_exposure,ALL_CLEAR
POND_001,11/8/2025,0.2994,0,storm_exposure,ALL_CLEAR
POND_001,21/8/2025,0.4968,0,disease_signal,MONITOR_CLOSELY
POND_001,1/9/2025,0.3781,1,storm_exposure,ROUTINE_CHECK
POND_001,11/9/2025,0.3308,0,storm_exposure,ROUTINE_CHECK
POND_001,21/9/2025,0.3331,1,storm_exposure,ROUTINE_CHECK
POND_001,1/10/2025,0.2572,0,storm_exposure,ALL_CLEAR
POND_001,11/10/2025,0.2549,0,storm_exposure,ALL_CLEAR
POND_001,21/10/2025,0.3106,0,storm_exposure,ROUTINE_CHECK
POND_001,1/11/2025,0.3874,0,storm_exposure,ROUTINE_CHECK
POND_001,11/11/2025,0.3099,0,storm_exposure,ROUTINE_CHECK
POND_001,21/11/2025,0.3072,0,storm_exposure,ROUTINE_CHECK
POND_001,1/12/2025,0.2739,0,storm_exposure,ALL_CLEAR
POND_001,11/12/2025,0.2605,0,storm_exposure,ALL_CLEAR
POND_001,21/12/2025,0.2563,0,storm_exposure,ALL_CLEAR
POND_002,1/1/2025,0.2387,0,storm_exposure,ALL_CLEAR
POND_002,11/1/2025,0.2932,0,storm_exposure,ALL_CLEAR
POND_002,21/1/2025,0.3295,0,storm_exposure,ROUTINE_CHECK
POND_002,1/2/2025,0.2997,0,storm_exposure,ALL_CLEAR
POND_002,11/2/2025,0.323,0,storm_exposure,ROUTINE_CHECK
POND_002,21/2/2025,0.324,0,storm_exposure,ROUTINE_CHECK
POND_002,1/3/2025,0.486,1,storm_exposure,MONITOR_CLOSELY
POND_002,11/3/2025,0.3578,0,storm_exposure,ROUTINE_CHECK
POND_002,21/3/2025,0.3383,1,storm_exposure,ROUTINE_CHECK
POND_002,1/4/2025,0.3108,0,storm_exposure,ROUTINE_CHECK
POND_002,11/4/2025,0.2768,0,storm_exposure,ALL_CLEAR
POND_002,21/4/2025,0.2448,1,storm_exposure,ALL_CLEAR
POND_002,1/5/2025,0.2506,0,storm_exposure,ALL_CLEAR
POND_002,11/5/2025,0.2601,0,storm_exposure,ALL_CLEAR
POND_002,21/5/2025,0.2636,0,storm_exposure,ALL_CLEAR
POND_002,1/6/2025,0.4728,0,storm_exposure,MONITOR_CLOSELY
POND_002,11/6/2025,0.254,0,storm_exposure,ALL_CLEAR
POND_002,21/6/2025,0.2385,0,storm_exposure,ALL_CLEAR
POND_002,1/7/2025,0.2259,0,storm_exposure,ALL_CLEAR
POND_002,11/7/2025,0.2799,0,storm_exposure,ALL_CLEAR
POND_002,21/7/2025,0.1856,0,storm_exposure,ALL_CLEAR
POND_002,1/8/2025,0.2037,0,storm_exposure,ALL_CLEAR
POND_002,11/8/2025,0.3156,0,storm_exposure,ROUTINE_CHECK
POND_002,21/8/2025,0.4084,0,storm_exposure,ROUTINE_CHECK
POND_002,1/9/2025,0.4235,0,storm_exposure,ROUTINE_CHECK
POND_002,11/9/2025,0.3728,0,storm_exposure,ROUTINE_CHECK
POND_002,21/9/2025,0.5005,1,storm_exposure,MONITOR_CLOSELY
POND_002,1/10/2025,0.2941,1,storm_exposure,ALL_CLEAR
POND_002,11/10/2025,0.3167,1,storm_exposure,ROUTINE_CHECK
POND_002,21/10/2025,0.3723,1,storm_exposure,ROUTINE_CHECK
POND_002,1/11/2025,0.3945,1,storm_exposure,ROUTINE_CHECK
POND_002,11/11/2025,0.3703,1,storm_exposure,ROUTINE_CHECK
POND_002,21/11/2025,0.4048,0,storm_exposure,ROUTINE_CHECK
POND_002,1/12/2025,0.3749,0,storm_exposure,ROUTINE_CHECK
POND_002,11/12/2025,0.3597,0,storm_exposure,ROUTINE_CHECK
POND_002,21/12/2025,0.314,0,storm_exposure,ROUTINE_CHECK
POND_003,1/1/2025,0.369,0,high_drought,ROUTINE_CHECK
POND_003,11/1/2025,0.4005,1,storm_exposure,ROUTINE_CHECK
POND_003,21/1/2025,0.4232,0,storm_exposure,ROUTINE_CHECK
POND_003,1/2/2025,0.3952,0,storm_exposure,ROUTINE_CHECK
POND_003,11/2/2025,0.3918,1,storm_exposure,ROUTINE_CHECK
POND_003,21/2/2025,0.4165,0,storm_exposure,ROUTINE_CHECK
POND_003,1/3/2025,0.4214,1,storm_exposure,ROUTINE_CHECK
POND_003,11/3/2025,0.4041,0,storm_exposure,ROUTINE_CHECK
POND_003,21/3/2025,0.3637,1,high_drought,ROUTINE_CHECK
POND_003,1/4/2025,0.3573,1,high_drought,ROUTINE_CHECK
POND_003,11/4/2025,0.3705,0,high_drought,ROUTINE_CHECK
POND_003,21/4/2025,0.3355,0,high_drought,ROUTINE_CHECK
POND_003,1/5/2025,0.3615,0,high_drought,ROUTINE_CHECK
POND_003,11/5/2025,0.3983,0,storm_exposure,ROUTINE_CHECK
POND_003,21/5/2025,0.523,1,disease_signal,MONITOR_CLOSELY
POND_003,1/6/2025,0.5485,1,disease_signal,MONITOR_CLOSELY
POND_003,11/6/2025,0.3929,1,storm_exposure,ROUTINE_CHECK
POND_003,21/6/2025,0.303,1,high_drought,ROUTINE_CHECK
POND_003,1/7/2025,0.3046,1,high_drought,ROUTINE_CHECK
POND_003,11/7/2025,0.2824,1,high_drought,ALL_CLEAR
POND_003,21/7/2025,0.2842,1,high_drought,ALL_CLEAR
POND_003,1/8/2025,0.3348,1,high_drought,ROUTINE_CHECK
POND_003,11/8/2025,0.4226,0,storm_exposure,ROUTINE_CHECK
POND_003,21/8/2025,0.508,1,storm_exposure,MONITOR_CLOSELY
POND_003,1/9/2025,0.5355,0,high_drought,MONITOR_CLOSELY
POND_003,11/9/2025,0.5111,0,storm_exposure,MONITOR_CLOSELY
POND_003,21/9/2025,0.6628,1,disease_signal,HARVEST_NOW
POND_003,1/10/2025,0.6459,1,disease_signal,MONITOR_CLOSELY
POND_003,11/10/2025,0.5272,1,high_drought,MONITOR_CLOSELY
POND_003,21/10/2025,0.6817,1,disease_signal,HARVEST_NOW
POND_003,1/11/2025,0.5232,1,storm_exposure,MONITOR_CLOSELY
POND_003,11/11/2025,0.5037,1,storm_exposure,MONITOR_CLOSELY
POND_003,21/11/2025,0.4338,1,storm_exposure,ROUTINE_CHECK
POND_003,1/12/2025,0.4535,1,storm_exposure,MONITOR_CLOSELY
POND_003,11/12/2025,0.3722,0,high_drought,ROUTINE_CHECK
POND_003,21/12/2025,0.3706,1,high_drought,ROUTINE_CHECK
POND_004,1/1/2025,0.3313,0,high_drought,ROUTINE_CHECK
POND_004,11/1/2025,0.4159,1,storm_exposure,ROUTINE_CHECK
POND_004,21/1/2025,0.4509,0,high_drought,MONITOR_CLOSELY
POND_004,1/2/2025,0.4405,0,high_drought,ROUTINE_CHECK
POND_004,11/2/2025,0.432,0,high_drought,ROUTINE_CHECK
POND_004,21/2/2025,0.4259,0,high_drought,ROUTINE_CHECK
POND_004,1/3/2025,0.4141,1,storm_exposure,ROUTINE_CHECK
POND_004,11/3/2025,0.3591,0,high_drought,ROUTINE_CHECK
POND_004,21/3/2025,0.3426,1,high_drought,ROUTINE_CHECK
POND_004,1/4/2025,0.3286,0,high_drought,ROUTINE_CHECK
POND_004,11/4/2025,0.3256,0,high_drought,ROUTINE_CHECK
POND_004,21/4/2025,0.2999,0,high_drought,ALL_CLEAR
POND_004,1/5/2025,0.306,0,high_drought,ROUTINE_CHECK
POND_004,11/5/2025,0.3773,0,storm_exposure,ROUTINE_CHECK
POND_004,21/5/2025,0.4524,0,high_drought,MONITOR_CLOSELY
POND_004,1/6/2025,0.576,1,disease_signal,MONITOR_CLOSELY
POND_004,11/6/2025,0.4296,0,high_drought,ROUTINE_CHECK
POND_004,21/6/2025,0.4005,0,storm_exposure,ROUTINE_CHECK
POND_004,1/7/2025,0.3228,0,high_drought,ROUTINE_CHECK
POND_004,11/7/2025,0.3975,0,storm_exposure,ROUTINE_CHECK
POND_004,21/7/2025,0.3296,0,high_drought,ROUTINE_CHECK
POND_004,1/8/2025,0.3792,0,storm_exposure,ROUTINE_CHECK
POND_004,11/8/2025,0.3713,0,high_drought,ROUTINE_CHECK
POND_004,21/8/2025,0.4685,0,high_drought,MONITOR_CLOSELY
POND_004,1/9/2025,0.4323,0,high_drought,ROUTINE_CHECK
POND_004,11/9/2025,0.4151,0,storm_exposure,ROUTINE_CHECK
POND_004,21/9/2025,0.4549,0,high_drought,MONITOR_CLOSELY
POND_004,1/10/2025,0.4319,0,high_drought,ROUTINE_CHECK
POND_004,11/10/2025,0.4437,0,high_drought,ROUTINE_CHECK
POND_004,21/10/2025,0.4287,0,high_drought,ROUTINE_CHECK
POND_004,1/11/2025,0.4299,0,high_drought,ROUTINE_CHECK
POND_004,11/11/2025,0.4097,0,storm_exposure,ROUTINE_CHECK
POND_004,21/11/2025,0.3079,0,high_drought,ROUTINE_CHECK
POND_004,1/12/2025,0.4806,1,disease_signal,MONITOR_CLOSELY
POND_004,11/12/2025,0.268,0,high_drought,ALL_CLEAR
POND_004,21/12/2025,0.2766,1,high_drought,ALL_CLEAR
POND_005,1/1/2025,0.5189,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/1/2025,0.5591,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/1/2025,0.6121,1,storm_exposure,MONITOR_CLOSELY
POND_005,1/2/2025,0.612,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/2/2025,0.7744,1,storm_exposure,HARVEST_NOW
POND_005,21/2/2025,0.6575,1,storm_exposure,HARVEST_NOW
POND_005,1/3/2025,0.6606,0,storm_exposure,HARVEST_NOW
POND_005,11/3/2025,0.6495,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/3/2025,0.6028,0,storm_exposure,MONITOR_CLOSELY
POND_005,1/4/2025,0.6001,0,storm_exposure,MONITOR_CLOSELY
POND_005,11/4/2025,0.6108,0,storm_exposure,MONITOR_CLOSELY
POND_005,21/4/2025,0.5764,1,storm_exposure,MONITOR_CLOSELY
POND_005,1/5/2025,0.6021,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/5/2025,0.6012,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/5/2025,0.7616,1,storm_exposure,HARVEST_NOW
POND_005,1/6/2025,0.5592,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/6/2025,0.5774,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/6/2025,0.5236,0,storm_exposure,MONITOR_CLOSELY
POND_005,1/7/2025,0.6988,1,storm_exposure,HARVEST_NOW
POND_005,11/7/2025,0.6551,1,storm_exposure,HARVEST_NOW
POND_005,21/7/2025,0.5532,1,storm_exposure,MONITOR_CLOSELY
POND_005,1/8/2025,0.563,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/8/2025,0.5686,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/8/2025,0.6873,1,storm_exposure,HARVEST_NOW
POND_005,1/9/2025,0.701,0,storm_exposure,HARVEST_NOW
POND_005,11/9/2025,0.6425,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/9/2025,0.7632,1,storm_exposure,HARVEST_NOW
POND_005,1/10/2025,0.6042,1,storm_exposure,MONITOR_CLOSELY
POND_005,11/10/2025,0.6538,1,storm_exposure,HARVEST_NOW
POND_005,21/10/2025,0.6932,1,storm_exposure,HARVEST_NOW
POND_005,1/11/2025,0.8136,1,storm_exposure,HARVEST_NOW
POND_005,11/11/2025,0.7737,0,storm_exposure,HARVEST_NOW
POND_005,21/11/2025,0.5914,1,storm_exposure,MONITOR_CLOSELY
POND_005,1/12/2025,0.65,1,storm_exposure,HARVEST_NOW
POND_005,11/12/2025,0.5452,1,storm_exposure,MONITOR_CLOSELY
POND_005,21/12/2025,0.5313,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/1/2025,0.4505,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/1/2025,0.4977,1,storm_exposure,MONITOR_CLOSELY
POND_006,21/1/2025,0.4834,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/2/2025,0.4558,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/2/2025,0.442,1,storm_exposure,ROUTINE_CHECK
POND_006,21/2/2025,0.4345,1,storm_exposure,ROUTINE_CHECK
POND_006,1/3/2025,0.3994,1,storm_exposure,ROUTINE_CHECK
POND_006,11/3/2025,0.3926,1,storm_exposure,ROUTINE_CHECK
POND_006,21/3/2025,0.3905,1,storm_exposure,ROUTINE_CHECK
POND_006,1/4/2025,0.4141,0,storm_exposure,ROUTINE_CHECK
POND_006,11/4/2025,0.4045,1,storm_exposure,ROUTINE_CHECK
POND_006,21/4/2025,0.3426,0,storm_exposure,ROUTINE_CHECK
POND_006,1/5/2025,0.3877,0,storm_exposure,ROUTINE_CHECK
POND_006,11/5/2025,0.453,0,storm_exposure,MONITOR_CLOSELY
POND_006,21/5/2025,0.4539,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/6/2025,0.4945,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/6/2025,0.4583,1,storm_exposure,MONITOR_CLOSELY
POND_006,21/6/2025,0.3387,1,storm_exposure,ROUTINE_CHECK
POND_006,1/7/2025,0.3409,1,storm_exposure,ROUTINE_CHECK
POND_006,11/7/2025,0.3519,1,storm_exposure,ROUTINE_CHECK
POND_006,21/7/2025,0.3179,1,storm_exposure,ROUTINE_CHECK
POND_006,1/8/2025,0.3408,1,storm_exposure,ROUTINE_CHECK
POND_006,11/8/2025,0.4411,1,storm_exposure,ROUTINE_CHECK
POND_006,21/8/2025,0.5276,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/9/2025,0.5623,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/9/2025,0.4914,1,storm_exposure,MONITOR_CLOSELY
POND_006,21/9/2025,0.5098,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/10/2025,0.4821,0,storm_exposure,MONITOR_CLOSELY
POND_006,11/10/2025,0.5074,1,storm_exposure,MONITOR_CLOSELY
POND_006,21/10/2025,0.6031,1,storm_exposure,MONITOR_CLOSELY
POND_006,1/11/2025,0.5159,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/11/2025,0.5083,1,storm_exposure,MONITOR_CLOSELY
POND_006,21/11/2025,0.486,0,storm_exposure,MONITOR_CLOSELY
POND_006,1/12/2025,0.4516,1,storm_exposure,MONITOR_CLOSELY
POND_006,11/12/2025,0.3844,0,storm_exposure,ROUTINE_CHECK
POND_006,21/12/2025,0.3837,1,storm_exposure,ROUTINE_CHECK
POND_007,1/1/2025,0.3448,0,high_drought,ROUTINE_CHECK
POND_007,11/1/2025,0.3701,0,high_drought,ROUTINE_CHECK
POND_007,21/1/2025,0.407,0,disease_signal,ROUTINE_CHECK
POND_007,1/2/2025,0.3809,0,disease_signal,ROUTINE_CHECK
POND_007,11/2/2025,0.6009,1,disease_signal,MONITOR_CLOSELY
POND_007,21/2/2025,0.4912,1,high_drought,MONITOR_CLOSELY
POND_007,1/3/2025,0.5125,1,high_drought,MONITOR_CLOSELY
POND_007,11/3/2025,0.5961,1,disease_signal,MONITOR_CLOSELY
POND_007,21/3/2025,0.5144,1,high_drought,MONITOR_CLOSELY
POND_007,1/4/2025,0.5126,1,high_drought,MONITOR_CLOSELY
POND_007,11/4/2025,0.5018,1,high_drought,MONITOR_CLOSELY
POND_007,21/4/2025,0.5454,1,disease_signal,MONITOR_CLOSELY
POND_007,1/5/2025,0.3599,1,high_drought,ROUTINE_CHECK
POND_007,11/5/2025,0.3905,0,disease_signal,ROUTINE_CHECK
POND_007,21/5/2025,0.3732,0,high_drought,ROUTINE_CHECK
POND_007,1/6/2025,0.3908,1,disease_signal,ROUTINE_CHECK
POND_007,11/6/2025,0.5405,1,disease_signal,MONITOR_CLOSELY
POND_007,21/6/2025,0.4294,0,high_drought,ROUTINE_CHECK
POND_007,1/7/2025,0.5731,1,disease_signal,MONITOR_CLOSELY
POND_007,11/7/2025,0.4346,0,high_drought,ROUTINE_CHECK
POND_007,21/7/2025,0.4227,0,disease_signal,ROUTINE_CHECK
POND_007,1/8/2025,0.4338,0,high_drought,ROUTINE_CHECK
POND_007,11/8/2025,0.4979,0,high_drought,MONITOR_CLOSELY
POND_007,21/8/2025,0.4919,1,high_drought,MONITOR_CLOSELY
POND_007,1/9/2025,0.5212,0,high_drought,MONITOR_CLOSELY
POND_007,11/9/2025,0.4983,0,high_drought,MONITOR_CLOSELY
POND_007,21/9/2025,0.4461,0,high_drought,ROUTINE_CHECK
POND_007,1/10/2025,0.3871,0,disease_signal,ROUTINE_CHECK
POND_007,11/10/2025,0.3881,0,high_drought,ROUTINE_CHECK
POND_007,21/10/2025,0.5936,1,disease_signal,MONITOR_CLOSELY
POND_007,1/11/2025,0.4127,0,disease_signal,ROUTINE_CHECK
POND_007,11/11/2025,0.6074,1,disease_signal,MONITOR_CLOSELY
POND_007,21/11/2025,0.4424,0,high_drought,ROUTINE_CHECK
POND_007,1/12/2025,0.4623,1,high_drought,MONITOR_CLOSELY
POND_007,11/12/2025,0.4677,1,high_drought,MONITOR_CLOSELY
POND_007,21/12/2025,0.4195,0,disease_signal,ROUTINE_CHECK
POND_008,1/1/2025,0.316,0,storm_exposure,ROUTINE_CHECK
POND_008,11/1/2025,0.3851,0,storm_exposure,ROUTINE_CHECK
POND_008,21/1/2025,0.3535,0,storm_exposure,ROUTINE_CHECK
POND_008,1/2/2025,0.3521,0,storm_exposure,ROUTINE_CHECK
POND_008,11/2/2025,0.3623,1,storm_exposure,ROUTINE_CHECK
POND_008,21/2/2025,0.36,1,storm_exposure,ROUTINE_CHECK
POND_008,1/3/2025,0.3512,1,storm_exposure,ROUTINE_CHECK
POND_008,11/3/2025,0.5155,1,storm_exposure,MONITOR_CLOSELY
POND_008,21/3/2025,0.371,1,storm_exposure,ROUTINE_CHECK
POND_008,1/4/2025,0.3536,1,storm_exposure,ROUTINE_CHECK
POND_008,11/4/2025,0.3297,1,storm_exposure,ROUTINE_CHECK
POND_008,21/4/2025,0.2942,1,storm_exposure,ALL_CLEAR
POND_008,1/5/2025,0.4938,0,storm_exposure,MONITOR_CLOSELY
POND_008,11/5/2025,0.3658,1,storm_exposure,ROUTINE_CHECK
POND_008,21/5/2025,0.3744,0,storm_exposure,ROUTINE_CHECK
POND_008,1/6/2025,0.3695,1,storm_exposure,ROUTINE_CHECK
POND_008,11/6/2025,0.2802,0,storm_exposure,ALL_CLEAR
POND_008,21/6/2025,0.2616,1,storm_exposure,ALL_CLEAR
POND_008,1/7/2025,0.2355,0,storm_exposure,ALL_CLEAR
POND_008,11/7/2025,0.2877,0,storm_exposure,ALL_CLEAR
POND_008,21/7/2025,0.2104,0,storm_exposure,ALL_CLEAR
POND_008,1/8/2025,0.2334,0,storm_exposure,ALL_CLEAR
POND_008,11/8/2025,0.3582,1,storm_exposure,ROUTINE_CHECK
POND_008,21/8/2025,0.463,1,storm_exposure,MONITOR_CLOSELY
POND_008,1/9/2025,0.4701,1,storm_exposure,MONITOR_CLOSELY
POND_008,11/9/2025,0.3756,1,storm_exposure,ROUTINE_CHECK
POND_008,21/9/2025,0.5357,1,storm_exposure,MONITOR_CLOSELY
POND_008,1/10/2025,0.2764,1,storm_exposure,ALL_CLEAR
POND_008,11/10/2025,0.3525,1,storm_exposure,ROUTINE_CHECK
POND_008,21/10/2025,0.3992,1,storm_exposure,ROUTINE_CHECK
POND_008,1/11/2025,0.57,1,storm_exposure,MONITOR_CLOSELY
POND_008,11/11/2025,0.4489,1,storm_exposure,ROUTINE_CHECK
POND_008,21/11/2025,0.4733,1,storm_exposure,MONITOR_CLOSELY
POND_008,1/12/2025,0.3996,0,storm_exposure,ROUTINE_CHECK
POND_008,11/12/2025,0.3643,1,storm_exposure,ROUTINE_CHECK
POND_008,21/12/2025,0.2763,0,storm_exposure,ALL_CLEAR
